,Time,Length,Sentiment
797,62,30.0,0.0
799,62,49.0,0.1346153846153846
801,62,83.0,0.0
803,62,17.0,0.0
805,62,7.0,0.0
807,62,68.0,0.0
809,62,140.0,0.13636363636363635
811,62,80.0,-0.3125
813,62,45.0,1.0
815,62,90.0,0.2
817,62,139.0,0.0
819,62,63.0,-0.2
821,62,24.0,0.5
823,62,65.0,0.375
825,62,75.0,-0.25
827,62,51.0,0.0
829,62,7.0,0.0
831,62,28.0,0.0
833,62,118.0,0.1
835,62,39.0,0.0
837,62,60.0,-0.3125
839,62,33.0,0.35
841,62,139.0,-0.5
843,62,7.0,0.0
845,62,46.0,0.0
847,62,16.0,0.0
849,62,18.0,0.0
851,62,74.0,-0.23076923076923078
853,62,52.0,0.0
855,62,16.0,0.0
857,62,108.0,-0.23076923076923078
859,62,18.0,0.0
861,62,37.0,0.0
863,62,7.0,0.0
865,62,82.0,0.6
867,62,7.0,0.0
869,62,33.0,0.0
871,62,16.0,0.0
873,62,17.0,0.0
875,62,7.0,0.0
877,62,66.0,0.39999999999999997
879,62,126.0,0.0
881,62,25.0,0.8
883,62,29.0,0.0
885,62,31.0,0.0
887,62,17.0,0.0
889,62,61.0,0.11818181818181818
891,62,38.0,0.0
893,62,30.0,0.0
895,62,22.0,0.0
897,62,21.0,0.0
899,62,103.0,-0.32615384615384607
901,62,98.0,0.0
903,62,134.0,0.08974358974358974
905,62,30.0,0.0
907,62,67.0,0.06818181818181818
909,62,60.0,0.0
911,62,32.0,0.0
913,62,55.0,0.16818181818181818
915,62,29.0,0.8
917,62,14.0,0.0
919,62,76.0,0.125
921,62,76.0,1.0
923,62,58.0,0.525
925,62,43.0,0.1
927,62,33.0,0.5
929,62,140.0,0.0
931,62,60.0,0.0
933,62,28.0,0.0
935,62,62.0,0.0
937,62,68.0,0.05000000000000002
939,62,40.0,0.0
941,62,56.0,0.0
943,62,140.0,0.0
945,62,84.0,0.0
947,62,38.0,0.2857142857142857
949,62,67.0,0.0
951,62,45.0,0.0
953,62,36.0,0.0
955,62,49.0,0.65
957,62,10.0,0.0
959,63,114.0,0.017307692307692343
961,63,32.0,0.0
963,63,42.0,0.0
965,63,7.0,0.0
967,63,18.0,0.0
969,63,40.0,0.0
971,63,98.0,0.0
973,63,10.0,0.0
975,63,21.0,0.0
977,63,46.0,0.0
979,63,41.0,0.35
981,63,140.0,-0.2
983,63,140.0,0.7
985,63,33.0,0.0
987,63,34.0,0.7
989,63,33.0,0.0
991,63,65.0,0.25
993,63,45.0,1.0
995,63,16.0,0.0
997,63,25.0,0.0
999,63,121.0,0.0
1001,63,36.0,0.8
1003,63,77.0,0.0673076923076923
1005,63,68.0,0.5787878787878787
1007,63,31.0,0.0
1009,63,28.0,0.0
1011,63,33.0,0.0
1013,63,60.0,0.0
1015,63,132.0,0.0
1017,63,69.0,0.55
1019,63,25.0,0.5
1021,63,44.0,0.0
1023,63,33.0,0.0
1025,63,21.0,0.0
1027,63,36.0,0.0
1029,63,75.0,0.0
1031,63,51.0,0.1
1033,63,34.0,0.5
1035,63,84.0,-0.11538461538461539
1037,63,69.0,0.0
1039,63,72.0,0.25
1041,63,49.0,0.0
1043,63,27.0,0.0
1045,63,50.0,0.0
1047,63,42.0,0.0
1049,63,49.0,0.0
1051,63,73.0,0.25
1053,63,140.0,0.0
1055,63,104.0,0.2
1057,63,55.0,0.7
1059,63,116.0,1.0
1061,63,40.0,0.0
1063,63,36.0,0.0
1065,63,42.0,0.0
1067,63,139.0,0.375
1069,63,31.0,0.0
1071,63,117.0,0.0
1073,63,60.0,0.2857142857142857
1075,63,98.0,0.5
1077,63,38.0,-0.16666666666666666
1079,63,140.0,0.0
1081,63,57.0,0.0
1083,63,53.0,0.8
1085,63,140.0,-0.015384615384615385
1087,63,35.0,0.2
1089,63,125.0,0.0
1091,63,55.0,0.0
1093,63,15.0,0.0
1095,63,70.0,0.2
1097,63,105.0,0.3666666666666667
1099,63,91.0,0.4333333333333333
1101,63,104.0,0.0
1103,63,77.0,0.0
1105,63,109.0,0.7
1107,63,46.0,-0.5
1109,63,25.0,0.0
1111,63,97.0,0.55
1113,63,57.0,0.0
1115,63,94.0,-0.23076923076923078
1117,63,35.0,0.0
1119,63,71.0,0.225
1121,63,90.0,-0.13181818181818183
1123,63,25.0,1.0
1125,63,62.0,0.3333333333333333
1127,63,47.0,0.0
1129,63,55.0,-0.5833333333333334
1131,63,60.0,0.0
1133,63,13.0,0.0
1135,63,46.0,0.0
1137,63,65.0,0.16666666666666666
1139,63,140.0,0.5
1141,63,43.0,0.7
1143,63,139.0,0.0
1145,63,128.0,0.0
1147,63,141.0,0.2
1149,63,14.0,0.0
1151,63,63.0,0.2673076923076923
1153,63,52.0,0.13636363636363635
1155,63,79.0,0.0
1157,63,140.0,-0.15625
1159,63,73.0,-0.05
1161,63,140.0,0.35
1163,63,46.0,0.0
1165,63,65.0,0.0
1167,63,43.0,0.1346153846153846
1169,63,56.0,0.0
1171,63,121.0,0.0
1173,63,36.0,0.0
1175,63,41.0,0.2
1177,63,43.0,0.0
1179,63,40.0,0.0
1181,63,134.0,0.0
1183,63,140.0,0.4
1185,63,7.0,0.0
1187,63,87.0,0.48888888888888893
1189,63,64.0,0.39999999999999997
1191,63,59.0,0.0
1193,63,127.0,0.0
1195,63,59.0,0.0
1197,63,128.0,0.21103896103896103
1199,63,16.0,0.0
1201,63,72.0,0.0
1203,63,57.0,0.2857142857142857
1205,63,105.0,0.0
1207,63,26.0,0.0
1209,63,42.0,0.13636363636363635
1211,63,57.0,0.0
1213,63,43.0,0.0
1215,63,94.0,0.0
1217,63,60.0,0.0
1219,63,36.0,0.0
1221,63,29.0,0.0
1223,63,76.0,0.0
1225,63,19.0,0.0
1227,63,29.0,0.0
1229,63,50.0,-0.23076923076923078
1231,63,140.0,-0.4375
1233,63,21.0,0.0
1235,63,39.0,0.7
1237,63,25.0,0.0
1239,63,53.0,-0.5
1241,63,17.0,0.0
1243,63,52.0,0.0
1245,63,48.0,0.0
1247,63,28.0,0.0
1249,63,20.0,0.0
1251,63,78.0,0.5
1253,63,83.0,0.0625
1255,63,60.0,-0.5
1257,63,126.0,0.25
1259,63,140.0,0.8
1261,63,54.0,0.0
1263,63,7.0,0.0
1265,63,67.0,0.3564102564102564
1267,63,140.0,0.5
1269,63,7.0,0.0
1271,63,21.0,0.0
1273,63,86.0,-0.15555555555555559
1275,64,66.0,0.0
1277,64,68.0,-0.8
1279,64,140.0,0.25
1281,64,83.0,0.0
1283,64,82.0,0.0
1285,64,36.0,0.1346153846153846
1287,64,32.0,-0.5
1289,64,119.0,0.65
1291,64,135.0,0.0
1293,64,93.0,0.0
1295,64,92.0,0.0
1297,64,128.0,0.0
1299,64,46.0,0.13636363636363635
1301,64,90.0,0.0
1303,64,139.0,0.5
1305,64,77.0,0.0
1307,64,139.0,-0.09914529914529917
1309,64,48.0,0.4
1311,64,29.0,0.0
1313,64,44.0,0.0
1315,64,89.0,0.0
1317,64,139.0,0.0673076923076923
1319,64,29.0,0.0
1321,64,60.0,0.0
1323,64,32.0,0.0
1325,64,76.0,0.26666666666666666
1327,64,77.0,0.0
1329,64,15.0,0.0
1331,64,7.0,0.0
1333,64,140.0,0.0
1335,64,40.0,0.0
1337,64,54.0,0.0
1339,64,30.0,0.0
1341,64,13.0,0.0
1343,64,130.0,0.25
1345,64,43.0,0.21103896103896103
1347,64,136.0,0.8
1349,64,17.0,0.0
1351,64,103.0,0.0
1353,64,37.0,0.0
1355,64,110.0,0.0
1357,64,84.0,-0.625
1359,64,42.0,0.0
1361,64,56.0,0.4
1363,64,58.0,0.0
1365,64,96.0,0.0
1367,64,75.0,0.0
1369,64,46.0,0.0
1371,64,7.0,0.0
1373,64,125.0,0.6
1375,64,71.0,0.0
1377,64,23.0,0.0
1379,64,93.0,0.2
1381,64,78.0,0.0
1383,64,51.0,0.0
1385,64,139.0,-0.175
1387,64,55.0,-0.2
1389,64,102.0,0.5
1391,64,23.0,0.0
1393,64,56.0,-0.3333333333333333
1395,64,140.0,0.5666666666666667
1397,64,16.0,0.0
1399,64,140.0,0.0
1401,64,38.0,0.0
1403,64,81.0,0.0
1405,64,37.0,0.13636363636363635
1407,64,25.0,0.0
1409,64,23.0,0.0
1411,64,83.0,0.0
1413,64,32.0,0.0
1415,64,95.0,0.2333333333333333
1417,64,30.0,0.0
1419,64,64.0,0.5
1421,64,23.0,0.0
1423,64,109.0,0.31
1425,64,18.0,0.0
1427,64,60.0,0.0
1429,64,27.0,0.0
1431,64,17.0,0.0
1433,64,140.0,0.13636363636363635
1435,64,48.0,0.5
1437,64,19.0,0.0
1439,64,51.0,0.0
1441,64,57.0,0.0
1443,64,44.0,0.0
1445,64,140.0,1.0
1447,64,140.0,-0.1
1449,64,133.0,-0.15000000000000002
1451,64,65.0,0.0
1453,64,80.0,0.16666666666666666
1455,64,68.0,0.0
1457,64,16.0,0.0
1459,64,130.0,0.0
1461,64,29.0,0.0
1463,64,88.0,0.0
1465,64,132.0,0.0
1467,64,43.0,0.0
1469,64,23.0,0.0
1471,64,28.0,0.0
1473,64,21.0,0.0
1475,64,77.0,0.05000000000000002
1477,64,91.0,0.0
1479,64,139.0,-0.25
1481,64,48.0,0.0
1483,64,80.0,0.0
1485,64,23.0,0.0
1487,64,75.0,0.0
1489,64,140.0,0.6
1491,64,140.0,0.26666666666666666
1493,64,70.0,0.6000000000000001
1495,64,21.0,0.0
1497,64,47.0,0.1346153846153846
1499,64,140.0,0.25
1501,64,92.0,0.0
1503,64,37.0,0.0
1505,64,101.0,0.5
1507,64,103.0,0.0
1509,64,76.0,0.05000000000000002
1511,64,25.0,0.0
1513,64,43.0,0.0
1515,64,22.0,0.0
1517,64,97.0,0.0
1519,64,27.0,0.0
1521,64,76.0,-0.23076923076923078
1523,64,107.0,0.0
1525,64,44.0,0.0
1527,64,21.0,0.0
1529,64,137.0,0.0
1531,64,41.0,0.0
1533,64,31.0,0.0
1535,64,91.0,0.45
1537,64,7.0,0.0
1539,64,32.0,0.0
1541,64,140.0,-0.15625
1543,64,55.0,0.0
1545,64,105.0,0.0
1547,64,80.0,0.0
1549,64,83.0,0.0
1551,64,50.0,0.0
1553,64,140.0,0.0
1555,64,90.0,0.16666666666666666
1557,64,49.0,0.0
1559,64,97.0,0.5
1561,64,45.0,0.0
1563,64,140.0,0.16249999999999998
1565,64,20.0,0.0
1567,64,36.0,0.7
1569,64,42.0,0.0
1571,64,43.0,0.0
1573,64,92.0,0.5
1575,64,108.0,-0.07142857142857142
1577,64,68.0,0.2
1579,64,41.0,0.5
1581,64,56.0,0.1346153846153846
1583,64,124.0,0.0
1585,64,22.0,0.0
1587,64,53.0,0.6000000000000001
1589,64,126.0,0.4
1591,64,131.0,0.1
1593,64,18.0,0.0
1595,64,39.0,0.0
1597,64,28.0,0.0
1599,64,46.0,0.0
1601,64,80.0,-0.4
1603,64,116.0,-0.23076923076923078
1605,64,101.0,0.5
1607,64,53.0,0.375
1609,64,82.0,0.0
1611,64,36.0,0.2
1613,64,14.0,0.0
1615,64,58.0,-0.3
1617,64,83.0,0.5
1619,64,139.0,0.375
1621,64,58.0,0.0
1623,64,62.0,0.0
1625,64,61.0,0.0
1627,64,25.0,0.0
1629,64,38.0,0.0
1631,65,127.0,0.0
1633,65,102.0,0.0
1635,65,68.0,0.0
1637,65,140.0,1.0
1639,65,16.0,0.4166666666666667
1641,65,41.0,0.0
1643,65,92.0,0.16666666666666666
1645,65,44.0,0.0
1647,65,109.0,-0.23076923076923078
1649,65,103.0,0.16666666666666666
1651,65,59.0,-0.35625
1653,65,20.0,0.0
1655,65,46.0,0.5
1657,65,48.0,0.0
1659,65,36.0,0.0
1661,65,71.0,0.0
1663,65,38.0,0.0
1665,65,63.0,0.5
1667,65,37.0,0.0
1669,65,140.0,0.25
1671,65,89.0,-0.23333333333333336
1673,65,28.0,0.8
1675,65,42.0,-0.6
1677,65,96.0,0.0
1679,65,70.0,0.16
1681,65,73.0,0.0
1683,65,72.0,0.0
1685,65,62.0,0.0
1687,65,126.0,0.75
1689,65,13.0,0.0
1691,65,81.0,0.75
1693,65,140.0,0.0
1695,65,84.0,0.6
1697,65,26.0,0.0
1699,65,140.0,0.0
1701,65,38.0,0.0
1703,65,46.0,0.6
1705,65,50.0,0.0
1707,65,121.0,-0.08333333333333333
1709,65,58.0,0.0
1711,65,38.0,0.0
1713,65,107.0,1.0
1715,65,19.0,0.0
1717,65,78.0,0.0
1719,65,101.0,0.8
1721,65,19.0,0.0
1723,65,104.0,-0.23076923076923078
1725,65,9.0,0.0
1727,65,140.0,0.07500000000000001
1729,65,39.0,0.0
1731,65,140.0,0.35000000000000003
1733,65,52.0,0.125
1735,65,36.0,0.0
1737,65,109.0,-0.25666666666666665
1739,65,105.0,0.0
1741,65,9.0,0.0
1743,65,90.0,0.1346153846153846
1745,65,140.0,0.47500000000000003
1747,65,31.0,0.0
1749,65,138.0,0.0
1751,65,17.0,0.0
1753,65,28.0,0.5
1755,65,112.0,0.0
1757,65,83.0,0.0
1759,65,50.0,0.0
1761,65,58.0,0.1
1763,65,87.0,0.2
1765,65,56.0,0.0
1767,65,76.0,-0.2
1769,65,57.0,0.0
1771,65,82.0,0.0
1773,65,137.0,0.19318181818181818
1775,65,140.0,0.0
1777,65,17.0,0.0
1779,65,118.0,0.0
1781,65,18.0,0.0
1783,65,87.0,-0.35625
1785,65,42.0,0.0
1787,65,69.0,0.7
1789,65,53.0,0.05000000000000002
1791,65,105.0,0.26666666666666666
1793,65,110.0,0.0
1795,65,117.0,0.0
1797,65,75.0,0.2
1799,65,23.0,0.0
1801,65,105.0,0.0
1803,65,140.0,0.0
1805,65,140.0,-0.3
1807,65,31.0,0.0
1809,65,86.0,0.0
1811,65,43.0,0.0
1813,65,110.0,0.35
1815,65,91.0,0.1
1817,65,86.0,0.0
1819,65,41.0,0.0
1821,65,77.0,-0.3
1823,65,61.0,0.0
1825,65,52.0,0.0
1827,65,40.0,0.0
1829,65,91.0,-0.23076923076923078
1831,65,15.0,0.0
1833,65,82.0,0.0
1835,65,39.0,0.0
1837,65,76.0,0.0
1839,65,15.0,0.0
1841,65,15.0,0.0
1843,65,89.0,-0.23333333333333336
1845,65,15.0,0.0
1847,65,15.0,0.0
1849,65,42.0,0.0
1851,65,77.0,0.0
1853,65,27.0,0.0
1855,65,133.0,-0.3
1857,65,105.0,0.0
1859,65,132.0,0.125
1861,65,14.0,0.0
1863,65,44.0,0.0
1865,65,100.0,0.13636363636363635
1867,65,140.0,0.0
1869,65,54.0,0.0
1871,65,39.0,0.0
1873,65,58.0,0.0
1875,65,17.0,0.0
1877,65,144.0,0.55
1879,65,71.0,0.5
1881,65,31.0,0.0
1883,65,56.0,0.0
1885,65,73.0,0.6
1887,65,70.0,0.0
1889,65,74.0,0.1346153846153846
1891,65,19.0,0.0
1893,65,40.0,-0.4
1895,65,132.0,0.503125
1897,65,94.0,0.14285714285714285
1899,65,17.0,0.0
1901,65,32.0,0.5
1903,65,25.0,0.0
1905,65,76.0,0.2
1907,65,78.0,-0.25
1909,65,41.0,0.0
1911,65,23.0,0.0
1913,65,38.0,0.0
1915,65,54.0,0.0
1917,65,58.0,0.7
1919,65,49.0,0.0
1921,65,47.0,0.6
1923,65,72.0,0.0
1925,65,51.0,0.0
1927,65,26.0,0.0
1929,65,43.0,-0.4
1931,65,106.0,0.0
1933,65,43.0,0.16666666666666669
1935,65,107.0,-0.3125
1937,65,100.0,0.0
1939,65,23.0,0.0
1941,65,15.0,0.0
1943,65,140.0,0.09318181818181819
1945,65,106.0,0.25
1947,65,94.0,0.4214285714285714
1949,65,20.0,0.0
1951,65,17.0,0.0
1953,65,20.0,0.0
1955,65,37.0,0.0
1957,65,58.0,0.1346153846153846
1959,65,135.0,0.18614718614718614
1961,65,60.0,0.39999999999999997
1963,65,19.0,0.0
1965,65,140.0,0.0
1967,65,126.0,-0.5
1969,65,92.0,0.0
1971,65,140.0,0.24166666666666667
1973,65,27.0,0.0
1975,65,80.0,-0.75
1977,65,74.0,0.2
1979,65,131.0,0.0
1981,65,47.0,0.0
1983,65,23.0,0.0
1985,65,39.0,0.0
1987,65,70.0,0.5833333333333334
1989,65,29.0,0.0
1991,65,67.0,0.35
1993,65,44.0,0.0
1995,65,81.0,0.0
1997,65,60.0,0.0
1999,65,53.0,0.7
2001,65,144.0,0.8
2003,65,54.0,0.0
2005,65,69.0,0.0
2007,65,66.0,1.0
2009,65,22.0,0.0
2011,65,13.0,0.0
2013,65,140.0,0.0
2015,65,41.0,0.0
2017,66,66.0,0.13636363636363635
2019,66,25.0,0.0
2021,66,25.0,0.0
2023,66,56.0,0.0
2025,66,75.0,0.5566666666666666
2027,66,71.0,0.2
2029,66,140.0,0.28974358974358977
2031,66,54.0,0.0
2033,66,126.0,0.0
2035,66,58.0,0.0
2037,66,140.0,0.0
2039,66,20.0,0.0
2041,66,40.0,0.0
2043,66,19.0,0.0
2045,66,37.0,0.35
2047,66,13.0,0.0
2049,66,68.0,0.1
2051,66,27.0,0.0
2053,66,86.0,0.39285714285714285
2055,66,125.0,0.0
2057,66,46.0,0.0
2059,66,49.0,0.0
2061,66,87.0,0.3
2063,66,36.0,-0.00833333333333334
2065,66,70.0,0.0
2067,66,92.0,0.0
2069,66,140.0,-0.6
